Album,Artist,Bytes,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Milliseconds,Number of Records,Phone,PostalCode,Quantity,Region,State,Track,UnitPrice
Live [Disc 2],The Black Crowes,7.67M,Brasa-lia,,Chris Robinson/Rich Robinson,Brazil,13,fernadaramos4@uol.com.br,Fernanda,Blues,10/12/2008 12:00:00 AM,80,Ramos,MPEG audio file,233639,1,+55 (61) 3363-5547,71020-677,3,South America,DF,Soul Singing,0.99
Live [Disc 2],The Black Crowes,16.50M,Brasa-lia,,Chris Robinson/Rich Robinson,Brazil,13,fernadaramos4@uol.com.br,Fernanda,Blues,10/12/2008 12:00:00 AM,80,Ramos,MPEG audio file,505521,1,+55 (61) 3363-5547,71020-677,3,South America,DF,Title Song,0.99
Live [Disc 1],The Black Crowes,12.75M,Brasa-lia,,Chris Robinson/Rich Robinson,Brazil,13,fernadaramos4@uol.com.br,Fernanda,Blues,10/12/2008 12:00:00 AM,80,Ramos,MPEG audio file,389146,1,+55 (61) 3363-5547,71020-677,4,South America,DF,Sometimes Salvation,0.99
Beyond Good And Evil,The Cult,7.65M,Cupertino,Apple Inc.,Billy Duffy/Ian Astbury,USA,19,tgoyer@apple.com,Tim,Rock,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,235755,1,+1 (408) 996-1010,95014,1,North  America,CA,Take The Power,0.99
Beyond Good And Evil,The Cult,8.56M,Cupertino,Apple Inc.,Billy Duffy/Bob Rock/Ian Astbury,USA,19,tgoyer@apple.com,Tim,Rock,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,262817,1,+1 (408) 996-1010,95014,2,North  America,CA,Speed Of Light,0.99
The Doors,The Doors,5.07M,Cupertino,Apple Inc.,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",USA,19,tgoyer@apple.com,Tim,Rock,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,153913,1,+1 (408) 996-1010,95014,2,North  America,CA,Twentienth Century Fox,0.99
The Singles,The Clash,7.56M,Cupertino,Apple Inc.,Joe Strummer/Mick Jones,USA,19,tgoyer@apple.com,Tim,Alternative & Punk,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,227500,1,+1 (408) 996-1010,95014,3,North  America,CA,Clash City Rockers,0.99
"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,7.85M,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Rock,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,241632,1,+1 (408) 996-1010,95014,3,North  America,CA,Edie (Ciao Baby),0.99
"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,12.01M,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Rock,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,368431,1,+1 (408) 996-1010,95014,3,North  America,CA,Sun King,0.99
The Singles,The Clash,6.33M,Cupertino,Apple Inc.,Joe Strummer/Mick Jones,USA,19,tgoyer@apple.com,Tim,Alternative & Punk,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,189675,1,+1 (408) 996-1010,95014,4,North  America,CA,Train In Vain,0.99
"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,7.56M,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Rock,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,230060,1,+1 (408) 996-1010,95014,4,North  America,CA,Spirit Walker,0.99
The Singles,The Clash,7.20M,Cupertino,Apple Inc.,The Clash,USA,19,tgoyer@apple.com,Tim,Alternative & Punk,13/12/2008 12:00:00 AM,81,Goyer,MPEG audio file,217678,1,+1 (408) 996-1010,95014,5,North  America,CA,Know Your Rights,0.99
No Security,The Rolling Stones,12.53M,Salt Lake City,,Jagger/Richards,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,382119,1,+1 (801) 531-7272,84102,1,North  America,UT,Gimmie Shelters,0.99
Serie Sem Limite (Disc 1),Tim Maia,5.18M,Salt Lake City,,Tim Maia,USA,28,jubarnett@gmail.com,Julia,Latin,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,158511,1,+1 (801) 531-7272,84102,3,North  America,UT,MÃºsica No Ar,0.99
The Police Greatest Hits,The Police,9.88M,Salt Lake City,,G M Sumner,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,300512,1,+1 (801) 531-7272,84102,3,North  America,UT,King Of Pain,0.99
"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,5.72M,Salt Lake City,,Jagger/Richards,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,176013,1,+1 (801) 531-7272,84102,3,North  America,UT,Get Off Of My Cloud,0.99
Voodoo Lounge,The Rolling Stones,10.68M,Salt Lake City,,Jagger/Richards,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,327418,1,+1 (801) 531-7272,84102,3,North  America,UT,Out Of Tears,0.99
Tangents,The Tea Party,7.85M,Salt Lake City,,The Tea Party,USA,28,jubarnett@gmail.com,Julia,Alternative & Punk,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,241867,1,+1 (801) 531-7272,84102,4,North  America,UT,Heaven Coming Down,0.99
My Generation - The Very Best Of The Who,The Who,6.06M,Salt Lake City,,John Entwistle/Pete Townshend,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,181890,1,+1 (801) 531-7272,84102,4,North  America,UT,Pinball Wizard,0.99
Tangents,The Tea Party,9.18M,Salt Lake City,,The Tea Party,USA,28,jubarnett@gmail.com,Julia,Alternative & Punk,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,277968,1,+1 (801) 531-7272,84102,5,North  America,UT,Walking Wounded,0.99
Transmission,The Tea Party,5.81M,Salt Lake City,,The Tea Party,USA,28,jubarnett@gmail.com,Julia,Alternative & Punk,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,177711,1,+1 (801) 531-7272,84102,5,North  America,UT,Gyroscope,0.99
Serie Sem Limite (Disc 2),Tim Maia,7.91M,Salt Lake City,,,USA,28,jubarnett@gmail.com,Julia,Latin,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,242599,1,+1 (801) 531-7272,84102,5,North  America,UT,VocÃª,0.99
The Police Greatest Hits,The Police,5.97M,Salt Lake City,,G M Sumner,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,181159,1,+1 (801) 531-7272,84102,5,North  America,UT,Can't Stand Losing You,0.99
No Security,The Rolling Stones,10.95M,Salt Lake City,,De Beauport/Jagger/Richards,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,337266,1,+1 (801) 531-7272,84102,5,North  America,UT,Thief In The Night,0.99
My Generation - The Very Best Of The Who,The Who,11.16M,Salt Lake City,,Pete Townshend,USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,338520,1,+1 (801) 531-7272,84102,5,North  America,UT,You Better You Bet,0.99
My Generation - The Very Best Of The Who,The Who,5.23M,Salt Lake City,,"Pete Townshend, Roger Daltrey",USA,28,jubarnett@gmail.com,Julia,Rock,18/12/2008 12:00:00 AM,82,Barnett,MPEG audio file,161253,1,+1 (801) 531-7272,84102,5,North  America,UT,"Anyway, Anyhow, Anywhere",0.99
AcÃºstico,TitÃ£s,7.67M,Bordeaux,,TitÃ£s,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,26/12/2008 12:00:00 AM,83,Girard,MPEG audio file,230504,1,+33 05 56 96 96 96,33000,5,Europe,,Go Back,0.99
AcÃºstico,TitÃ£s,6.57M,Budapest,,TitÃ£s,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Alternative & Punk,8/01/2009 12:00:00 AM,85,Kovaics,MPEG audio file,199131,1,,H-1073,1,Europe,,O Pulso,0.99
AcÃºstico,TitÃ£s,7.27M,Dijon,,TitÃ£s,France,43,isabelle_mercier@apple.fr,Isabelle,Alternative & Punk,8/01/2009 12:00:00 AM,84,Mercier,MPEG audio file,218331,1,+33 03 80 73 66 99,21000,5,Europe,,FamÃ­lia,0.99
AcÃºstico,TitÃ£s,7.38M,Dijon,,TitÃ£s,France,43,isabelle_mercier@apple.fr,Isabelle,Alternative & Punk,8/01/2009 12:00:00 AM,84,Mercier,MPEG audio file,222484,1,+33 03 80 73 66 99,21000,5,Europe,,PrÃ¡ Dizer Adeus,0.99
AcÃºstico,TitÃ£s,8.14M,Budapest,,TitÃ£s,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Alternative & Punk,8/01/2009 12:00:00 AM,85,Kovaics,MPEG audio file,245995,1,,H-1073,5,Europe,,Nem 5 Minutos Guardados,0.99
AcÃºstico,TitÃ£s,6.35M,Rome,,TitÃ£s,Italy,47,lucas.mancini@yahoo.it,Lucas,Alternative & Punk,9/01/2009 12:00:00 AM,86,Mancini,MPEG audio file,191503,1,+39 06 39733434,192,2,Europe,RM,A Melhor Forma,0.99
AcÃºstico,TitÃ£s,5.29M,Rome,,TitÃ£s,Italy,47,lucas.mancini@yahoo.it,Lucas,Alternative & Punk,9/01/2009 12:00:00 AM,86,Mancini,MPEG audio file,158458,1,+39 06 39733434,192,3,Europe,RM,Palavras,0.99
AcÃºstico,TitÃ£s,6.31M,Rome,,TitÃ£s,Italy,47,lucas.mancini@yahoo.it,Lucas,Alternative & Punk,9/01/2009 12:00:00 AM,86,Mancini,MPEG audio file,189988,1,+39 06 39733434,192,4,Europe,RM,NÃ£o Vou Lutar,0.99
AcÃºstico,TitÃ£s,6.16M,Rome,,TitÃ£s,Italy,47,lucas.mancini@yahoo.it,Lucas,Alternative & Punk,9/01/2009 12:00:00 AM,86,Mancini,MPEG audio file,184946,1,+39 06 39733434,192,5,Europe,RM,32 Dentes,0.99
Volume Dois,TitÃ£s,6.47M,Stockholm,,Arnaldo Antunes/Charles Gavin/Marcelo Fromer/SÃ©rgio Britto/Toni Bellotto,Sweden,51,joakim.johansson@yahoo.se,Joakim,Alternative & Punk,10/01/2009 12:00:00 AM,87,Johansson,MPEG audio file,195840,1,+46 08-651 52 52,11230,2,Europe,,Lugar Nenhum,0.99
Volume Dois,TitÃ£s,7.45M,Stockholm,,Arnaldo Anutnes/Branco Mello/Marcelo Fromer/Sergio Brotto/Toni Bellotto,Sweden,51,joakim.johansson@yahoo.se,Joakim,Alternative & Punk,10/01/2009 12:00:00 AM,87,Johansson,MPEG audio file,224261,1,+46 08-651 52 52,11230,3,Europe,,Era Uma Vez,0.99
Volume Dois,TitÃ£s,6.88M,Stockholm,,SÃ©rgio Britto/Toni Bellotto,Sweden,51,joakim.johansson@yahoo.se,Joakim,Alternative & Punk,10/01/2009 12:00:00 AM,87,Johansson,MPEG audio file,208613,1,+46 08-651 52 52,11230,3,Europe,,Domingo,0.99
AcÃºstico,TitÃ£s,7.07M,Stockholm,,TitÃ£s,Sweden,51,joakim.johansson@yahoo.se,Joakim,Alternative & Punk,10/01/2009 12:00:00 AM,87,Johansson,MPEG audio file,212401,1,+46 08-651 52 52,11230,5,Europe,,Querem Meu Sangue,0.99
Volume Dois,TitÃ£s,6.94M,Stockholm,,Ciro Pressoa/Marcelo Fromer,Sweden,51,joakim.johansson@yahoo.se,Joakim,Alternative & Punk,10/01/2009 12:00:00 AM,87,Johansson,MPEG audio file,209084,1,+46 08-651 52 52,11230,5,Europe,,Toda Cor,0.99
"Battlestar Galactica, Season 3",Battlestar Galactica,1054.42M,Stockholm,,,Sweden,51,joakim.johansson@yahoo.se,Joakim,TV Shows,10/01/2009 12:00:00 AM,87,Johansson,Protected MPEG-4 video file,5286953,1,+46 08-651 52 52,11230,4,Europe,,Occupation / Precipice,1.99
"Heroes, Season 1",Heroes,549.35M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Drama,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2573031,1,+56 (0)2 635 4444,,2,South America,,Better Halves,1.99
"Lost, Season 3",Lost,535.73M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Drama,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2637458,1,+56 (0)2 635 4444,,2,South America,,The Glass Ballerina,1.99
"Battlestar Galactica, Season 3",Battlestar Galactica,552.89M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Science Fiction,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2626376,1,+56 (0)2 635 4444,,2,South America,,The Woman King,1.99
"Battlestar Galactica, Season 3",Battlestar Galactica,506.90M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Science Fiction,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2713755,1,+56 (0)2 635 4444,,2,South America,,Hero,1.99
"Battlestar Galactica, Season 3",Battlestar Galactica,497.34M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Sci Fi & Fantasy,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2869953,1,+56 (0)2 635 4444,,3,South America,,"Crossroads, Pt. 2",1.99
"Lost, Season 1",Lost,207.75M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,TV Shows,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2587370,1,+56 (0)2 635 4444,,3,South America,,Walkabout,1.99
"Lost, Season 3",Lost,504.68M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,TV Shows,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2627791,1,+56 (0)2 635 4444,,3,South America,,I Do,1.99
"Heroes, Season 1",Heroes,507.03M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Drama,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2600266,1,+56 (0)2 635 4444,,4,South America,,The Fix,1.99
"Heroes, Season 1",Heroes,487.46M,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Drama,13/01/2009 12:00:00 AM,88,Rojas,Protected MPEG-4 video file,2602727,1,+56 (0)2 635 4444,,5,South America,,Parasite,1.99
Achtung Baby,U2,9.16M,Vienne,,U2,Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,276192,1,+43 01 5134505,1010,1,Europe,,One,0.99
B-Sides 1980-1990,U2,6.71M,Vienne,,Buzz Cason/Mac Gayden,Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,202631,1,+43 01 5134505,1010,1,Europe,,Everlasting Love,0.99
Rattle And Hum,U2,6.50M,Vienne,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,195604,1,+43 01 5134505,1010,1,Europe,,God Part II,0.99
All That You Can't Leave Behind,U2,8.50M,Vienne,,"Adam Clayton, Bono, Larry Mullen, The Edge",Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,257776,1,+43 01 5134505,1010,2,Europe,,When I Look At The World,0.99
Achtung Baby,U2,8.53M,Vienne,,U2,Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,263497,1,+43 01 5134505,1010,3,Europe,,Love Is Blindness,0.99
Rattle And Hum,U2,8.62M,Vienne,,"Dylan, Bob",Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,264568,1,+43 01 5134505,1010,4,Europe,,All Along The Watchtower,0.99
How To Dismantle An Atomic Bomb,U2,6.33M,Vienne,,"Adam Clayton, Bono, Larry Mullen & The Edge",Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,194612,1,+43 01 5134505,1010,5,Europe,,Vertigo,0.99
How To Dismantle An Atomic Bomb,U2,9.23M,Vienne,,"Adam Clayton, Bono, Larry Mullen & The Edge",Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,281443,1,+43 01 5134505,1010,5,Europe,,Original Of The Species,0.99
Pop,U2,9.74M,Vienne,,"Bono, The Edge, Adam Clayton, and Larry Mullen",Austria,7,astrid.gruber@apple.at,Astrid,Rock,18/01/2009 12:00:00 AM,89,Gruber,MPEG audio file,293041,1,+43 01 5134505,1010,5,Europe,,Miami,0.99
"Lost, Season 1",Lost,207.05M,Vienne,,,Austria,7,astrid.gruber@apple.at,Astrid,TV Shows,18/01/2009 12:00:00 AM,89,Gruber,Protected MPEG-4 video file,2612894,1,+43 01 5134505,1010,1,Europe,,Solitary,1.99
"Lost, Season 2",Lost,574.33M,Vienne,,,Austria,7,astrid.gruber@apple.at,Astrid,TV Shows,18/01/2009 12:00:00 AM,89,Gruber,Protected MPEG-4 video file,2825166,1,+43 01 5134505,1010,2,Europe,,Dave,1.99
"Lost, Season 2",Lost,488.46M,Vienne,,,Austria,7,astrid.gruber@apple.at,Astrid,Drama,18/01/2009 12:00:00 AM,89,Gruber,Protected MPEG-4 video file,2600333,1,+43 01 5134505,1010,3,Europe,,Fire + Water,1.99
"Lost, Season 1",Lost,210.68M,Vienne,,,Austria,7,astrid.gruber@apple.at,Astrid,TV Shows,18/01/2009 12:00:00 AM,89,Gruber,Protected MPEG-4 video file,2515882,1,+43 01 5134505,1010,4,Europe,,Homecoming,1.99
"Lost, Season 1",Lost,213.77M,Vienne,,,Austria,7,astrid.gruber@apple.at,Astrid,TV Shows,18/01/2009 12:00:00 AM,89,Gruber,Protected MPEG-4 video file,2618619,1,+43 01 5134505,1010,4,Europe,,Born to Run,1.99
The Best Of 1980-1990,U2,5.89M,Reno,,U2,USA,21,kachase@hotmail.com,Kathy,Rock,26/01/2009 12:00:00 AM,90,Chase,MPEG audio file,179853,1,+1 (775) 223-7665,89503,4,North  America,NV,Desire,0.99
The Best Of 1980-1990,U2,8.48M,Orlando,,U2,USA,22,hleacock@gmail.com,Heather,Rock,8/02/2009 12:00:00 AM,91,Leacock,MPEG audio file,258194,1,+1 (407) 999-7788,32801,1,North  America,FL,When Love Comes To Town,0.99
War,U2,11.05M,Chicago,,U2,USA,24,fralston@gmail.com,Frank,Rock,8/02/2009 12:00:00 AM,92,Ralston,MPEG audio file,336274,1,+1 (312) 332-3232,60611,1,North  America,IL,New Year's Day,0.99
The Best Of 1980-1990,U2,7.53M,Orlando,,U2,USA,22,hleacock@gmail.com,Heather,Rock,8/02/2009 12:00:00 AM,91,Leacock,MPEG audio file,230217,1,+1 (407) 999-7788,32801,2,North  America,FL,Angel Of Harlem,0.99
War,U2,9.14M,Chicago,,U2,USA,24,fralston@gmail.com,Frank,Rock,8/02/2009 12:00:00 AM,92,Ralston,MPEG audio file,278204,1,+1 (312) 332-3232,60611,5,North  America,IL,Sunday Bloody Sunday,0.99
War,U2,8.00M,Fort Worth,,U2,USA,26,ricunningham@hotmail.com,Richard,Rock,9/02/2009 12:00:00 AM,93,Cunningham,MPEG audio file,243487,1,+1 (817) 924-7272,76110,1,North  America,TX,Two Hearts Beat As One,0.99
War,U2,11.22M,Fort Worth,,U2,USA,26,ricunningham@hotmail.com,Richard,Rock,9/02/2009 12:00:00 AM,93,Cunningham,MPEG audio file,333505,1,+1 (817) 924-7272,76110,2,North  America,TX,Surrender,0.99
War,U2,8.46M,Fort Worth,,U2,USA,26,ricunningham@hotmail.com,Richard,Rock,9/02/2009 12:00:00 AM,93,Cunningham,MPEG audio file,254458,1,+1 (817) 924-7272,76110,4,North  America,TX,Drowning Man,0.99
Zooropa,U2,12.81M,Fort Worth,,U2; Bono,USA,26,ricunningham@hotmail.com,Richard,Rock,9/02/2009 12:00:00 AM,93,Cunningham,MPEG audio file,392359,1,+1 (817) 924-7272,76110,4,North  America,TX,Zooropa,0.99
UB40 The Best Of - Volume Two [UK],UB40,9.03M,Ottawa,,,Canada,30,edfrancis@yachoo.ca,Edward,Reggae,10/02/2009 12:00:00 AM,94,Francis,MPEG audio file,270053,1,+1 (613) 234-3322,K2P 1L7,1,North  America,ON,C'est La Vie,0.99
UB40 The Best Of - Volume Two [UK],UB40,7.16M,Ottawa,,,Canada,30,edfrancis@yachoo.ca,Edward,Reggae,10/02/2009 12:00:00 AM,94,Francis,MPEG audio file,213342,1,+1 (613) 234-3322,K2P 1L7,2,North  America,ON,Wear You To The Ball,0.99
Diver Down,Van Halen,6.06M,Ottawa,,Ray Davies,Canada,30,edfrancis@yachoo.ca,Edward,Rock,10/02/2009 12:00:00 AM,94,Francis,MPEG audio file,186723,1,+1 (613) 234-3322,K2P 1L7,2,North  America,ON,Where Have All The Good Times Gone?,0.99
UB40 The Best Of - Volume Two [UK],UB40,11.19M,Ottawa,,,Canada,30,edfrancis@yachoo.ca,Edward,Reggae,10/02/2009 12:00:00 AM,94,Francis,MPEG audio file,334524,1,+1 (613) 234-3322,K2P 1L7,4,North  America,ON,I Would Do For You,0.99
Zooropa,U2,9.79M,Ottawa,,U2; Bono,Canada,30,edfrancis@yachoo.ca,Edward,Rock,10/02/2009 12:00:00 AM,94,Francis,MPEG audio file,298475,1,+1 (613) 234-3322,K2P 1L7,5,North  America,ON,"Stay (Faraway, So Close!)",0.99
Zooropa,U2,10.65M,Ottawa,,"U2; Bono & Edge, The",Canada,30,edfrancis@yachoo.ca,Edward,Rock,10/02/2009 12:00:00 AM,94,Francis,MPEG audio file,324440,1,+1 (613) 234-3322,K2P 1L7,5,North  America,ON,Dirty Day,0.99
Van Halen III,Van Halen,10.74M,Berlin,,Van Halen,Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,330788,1,+49 030 26550280,10789,1,Europe,,One I Want,0.99
Diver Down,Van Halen,7.46M,Berlin,,Ivy Jo Hunter/Marvin Gaye/William Stevenson,Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,225985,1,+49 030 26550280,10789,2,Europe,,Dancing In The Street,0.99
"The Best Of Van Halen, Vol. I",Van Halen,3.27M,Berlin,,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,102164,1,+49 030 26550280,10789,2,Europe,,Eruption,0.99
"The Best Of Van Halen, Vol. I",Van Halen,10.50M,Berlin,,Van Halen,Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,321828,1,+49 030 26550280,10789,2,Europe,,Right Now,0.99
Van Halen,Van Halen,3.29M,Berlin,,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,102556,1,+49 030 26550280,10789,3,Europe,,Eruption,0.99
"The Best Of Van Halen, Vol. I",Van Halen,7.91M,Berlin,,"Edward Van Halen, Alex Van Halen, David Lee Roth",Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,241711,1,+49 030 26550280,10789,4,Europe,,Jump,0.99
Van Halen III,Van Halen,16.62M,Berlin,,Van Halen,Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,514612,1,+49 030 26550280,10789,4,Europe,,Year to the Day,0.99
Van Halen,Van Halen,7.29M,Berlin,,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,222850,1,+49 030 26550280,10789,5,Europe,,Feel Your Love Tonight,0.99
Contraband,Velvet Revolver,8.67M,Berlin,,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",Germany,36,hannah.schneider@yahoo.de,Hannah,Rock,13/02/2009 12:00:00 AM,95,Schneider,MPEG audio file,265613,1,+49 030 26550280,10789,5,Europe,,Big Machine,0.99
Ao Vivo [IMPORT],Zeca Pagodinho,8.27M,Budapest,,Nei Lopes/Wilson Moreira,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Latin,18/02/2009 12:00:00 AM,96,Kovaics,MPEG audio file,245394,1,,H-1073,1,Europe,,Sapopemba e Maxambomba,0.99
Contraband,Velvet Revolver,7.73M,Budapest,,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Rock,18/02/2009 12:00:00 AM,96,Kovaics,MPEG audio file,237844,1,,H-1073,1,Europe,,Dirty Little Thing,0.99
Greatest Hits,Lenny Kravitz,7.65M,Budapest,,Marsden,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Metal,18/02/2009 12:00:00 AM,96,Kovaics,MPEG audio file,233874,1,,H-1073,2,Europe,,Here I Go Again,0.99
Greatest Hits,Lenny Kravitz,8.61M,Budapest,,Vandenberg,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Metal,18/02/2009 12:00:00 AM,96,Kovaics,MPEG audio file,262791,1,,H-1073,2,Europe,,The Deeper The Love,0.99
Vinicius De Moraes,VinÃ­cius De Moraes,7.75M,Budapest,,,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Latin,18/02/2009 12:00:00 AM,96,Kovaics,MPEG audio file,236591,1,,H-1073,3,Europe,,So Por Amor,0.99
Ao Vivo [IMPORT],Zeca Pagodinho,7.31M,Budapest,,Paulinho Rezende/Toninho Geraes,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Latin,18/02/2009 12:00:00 AM,96,Kovaics,MPEG audio file,219454,1,,H-1073,5,Europe,,Seu BalancÃª,0.99
"The Office, Season 2",The Office,246.85M,Budapest,,,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,TV Shows,18/02/2009 12:00:00 AM,96,Kovaics,Protected MPEG-4 video file,1253541,1,,H-1073,1,Europe,,The Dundies,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),513.12M,Budapest,,,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Sci Fi & Fantasy,18/02/2009 12:00:00 AM,96,Kovaics,Protected MPEG-4 video file,2925008,1,,H-1073,3,Europe,,The Long Patrol,1.99
"The Office, Season 2",The Office,260.89M,Budapest,,,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,TV Shows,18/02/2009 12:00:00 AM,96,Kovaics,Protected MPEG-4 video file,1282115,1,,H-1073,3,Europe,,Christmas Party,1.99
"The Office, Season 3",The Office,252.73M,Budapest,,,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,TV Shows,18/02/2009 12:00:00 AM,96,Kovaics,Protected MPEG-4 video file,1279904,1,,H-1073,4,Europe,,Diwali,1.99
"The Office, Season 3",The Office,258.56M,Budapest,,,Hungary,45,ladislav_kovacs@apple.hu,Ladislav,Comedy,18/02/2009 12:00:00 AM,96,Kovaics,Protected MPEG-4 video file,1271521,1,,H-1073,5,Europe,,Phyllis's Wedding,1.99
